branch_id,business_id,category,branch_type,committed_at,w7_order_count,w7_revenue_total,w7_revenue_per_day,w7_cancel_rate,w7_blocked_rate,w7_restock_count,w7_price_change_count,w7_avg_price_change_pct,w7_latest_cash_balance,w7_cash_trend,w7_inventory_trend,w7_weighted_order_count,w30_order_count,w30_revenue_total,w30_revenue_per_day,w30_cancel_rate,w30_blocked_rate,w30_restock_count,w30_price_change_count,w30_avg_price_change_pct,w30_latest_cash_balance,w30_cash_trend,w30_inventory_trend,w30_weighted_order_count,w90_order_count,w90_revenue_total,w90_revenue_per_day,w90_cancel_rate,w90_blocked_rate,w90_restock_count,w90_price_change_count,w90_avg_price_change_pct,w90_latest_cash_balance,w90_cash_trend,w90_inventory_trend,w90_weighted_order_count,month_sin,month_cos,day_of_week_sin,day_of_week_cos,week_of_month_sin,week_of_month_cos,days_to_peak,days_to_peak_sin,days_to_peak_cos,is_peak_month,is_weekend,quarter,mag_price_change_pct,mag_restock_qty_norm,mag_restock_cost_norm,mag_discount_pct,mag_contract_norm,mag_new_skus,mag_terms_delta_days,mag_supplier_cost_pct,deviation_from_norm,history_depth_days,n_past_price_changes,hist_avg_price_change,cat_retail,cat_apparel,cat_b2b,bt_price_increase,bt_price_decrease,bt_bulk_restock,bt_promo_event,bt_new_collection,bt_markdown,bt_contract_change,bt_net_terms_change,bt_volume_discount,bt_supplier_change,label_inventory_delta,label_cashflow_delta,label_order_velocity_delta
e465e4a7-affe-4642-80f3-8d54f77d16d2,5dc106f6-c2f1-4c1f-8d8a-1cf23517be99,retail,bulk_restock,2026-05-14T00:00:00,28,1.985307,1.985307,0.0714,0.5758,1,0,0.0,1.0,0.0,-46.5,27.2017,52,0.757112,0.757112,0.0385,0.8045,4,0,0.0,1.0,-0.001459,5.6897,43.3644,231,1.0,1.0,0.039,0.7286,13,2,4.545,1.0,0.002328,0.9186,91.4746,0.5,-0.866025,0.433884,-0.900969,1.0,0.0,150,-0.893346,0.44937,0,0,2,0.0,0.882,0.3484,0.0,0.0,0.0,0.0,0.0,1.5048,255,5,4.794,1,0,0,0,0,1,0,0,0,0,0,0,0,389.34,-12975.59,5.48
670eb90c-8030-4211-9e2c-950a62028e5b,d27bff6f-986c-44f0-87e4-a1d954caeeae,retail,price_decrease,2026-05-29T00:00:00,16,0.933527,0.933527,0.125,0.7193,2,1,16.76,1.0,0.0,-23.3333,15.271,52,0.701776,0.701776,0.0769,0.8219,5,1,16.76,1.0,-0.001257,5.0,38.3068,221,1.0,1.0,0.0452,0.7178,14,2,10.765,1.0,0.00276,1.0805,84.1537,0.5,-0.866025,-0.433884,-0.900969,-1.0,-0.0,150,-0.893346,0.44937,0,0,2,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.075,270,6,5.775,1,0,0,0,1,0,0,0,0,0,0,0,0,-5.59,-346.49,10.35
7ce46394-ec26-48c2-8d52-8315a867d62e,de446351-c88e-4051-8da7-e6a9f425301a,retail,supplier_change,2026-03-11T00:00:00,26,1.454343,1.454343,0.0769,0.6061,1,0,0.0,1.0,0.0,-16.75,22.8286,62,0.827591,0.827591,0.0323,0.7912,4,1,-14.84,1.0,0.002186,0.0,48.1991,218,1.0,1.0,0.0826,0.775,13,2,0.685,1.0,0.002704,0.0,89.9257,1.0,0.0,0.974928,-0.222521,1.0,0.0,90,0.034516,-0.999404,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,9.8,191,4,6.3225,1,0,0,0,0,0,0,0,0,0,0,0,1,21.29,-3400.09,0.82
5d36f3a0-54b5-43fc-9732-e332efa9062f,a8361f6a-aef6-43c4-89f9-c1da0b90b0f0,retail,supplier_change,2026-04-13T00:00:00,0,0.0,0.0,0.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,49,0.664246,0.664246,0.0204,0.8361,5,0,0.0,1.0,0.003935,-2.381,31.2868,217,1.0,1.0,0.0323,0.7503,13,2,-6.175,1.0,0.00413,-1.6753,76.4017,0.866025,-0.5,0.0,1.0,1.0,0.0,120,-0.842101,-0.53932,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.1,224,4,-4.3925,1,0,0,0,0,0,0,0,0,0,0,0,1,5.63,-2347.94,2.24
32f2d753-8332-4ecc-be75-4dda6aa2a24e,d4b2596d-e295-44e7-a20b-3e0eedf15b7c,retail,price_decrease,2026-02-10T00:00:00,5,0.314248,0.314249,0.0,0.9194,1,0,0.0,1.0,0.0,-2.8,4.338,53,0.984052,0.984052,0.0566,0.8268,4,1,12.34,1.0,0.000742,0.0,36.8545,178,1.0,1.0,0.0562,0.8528,13,2,1.985,1.0,0.00083,0.0,74.9856,0.866025,0.5,0.781831,0.62349,1.0,0.0,60,0.877303,-0.479937,0,0,1,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.72,162,3,3.22,1,0,0,0,1,0,0,0,0,0,0,0,0,-6.77,-1370.17,11.36
b96f6841-5ec4-4289-9d43-ca8f75d5d93f,4398a368-cc62-493e-a187-03165c6b9bd1,retail,bulk_restock,2026-04-18T00:00:00,14,0.672512,0.672512,0.0,0.7941,2,1,11.69,1.0,0.0,-1.0,12.7092,50,0.582423,0.582423,0.04,0.8162,4,1,11.69,1.0,-0.001267,-1.3846,35.6987,281,1.0,1.0,0.0356,0.6678,14,2,10.33,1.0,0.001054,-2.5059,99.8518,0.866025,-0.5,-0.974928,-0.222521,0.0,-1.0,120,-0.842101,-0.53932,0,1,2,0.0,0.222,0.0734,0.0,0.0,0.0,0.0,0.0,-0.3762,229,5,7.778,1,0,0,0,0,1,0,0,0,0,0,0,0,108.43,-3504.05,3.57
7b15b9c6-dd08-47f8-8950-b0fdaa9ec930,1cd568b5-4ad5-463a-94f9-979df64b8de8,retail,price_decrease,2026-07-09T00:00:00,19,1.185438,1.185438,0.0,0.6607,1,0,0.0,1.0,0.0,-18.5,18.5999,82,1.188067,1.188067,0.0244,0.6525,4,0,0.0,1.0,-0.001543,6.9655,65.8281,187,1.0,1.0,0.0321,0.7513,13,2,-10.455,1.0,0.000459,1.1628,93.5891,-0.5,-0.866025,0.433884,-0.900969,1.0,0.0,120,-0.842101,-0.53932,0,0,3,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.7733,311,6,-5.8267,1,0,0,0,1,0,0,0,0,0,0,0,0,-5.89,-614.22,16.85
00c39eb9-e2b2-439a-9974-ff140460a52b,25d1bfe7-7d80-4c1f-9819-ed7b4a39badf,retail,bulk_restock,2026-06-10T00:00:00,12,0.611958,0.611958,0.0,0.8378,1,0,0.0,1.0,0.0,-15.0,11.7148,76,0.941218,0.941218,0.0395,0.7276,4,1,-8.59,1.0,0.000536,4.4138,56.1408,234,1.0,1.0,0.0342,0.7459,13,2,-2.265,1.0,0.001951,-0.1412,96.2029,0.0,-1.0,0.974928,-0.222521,1.0,0.0,150,-0.893346,0.44937,0,0,2,0.0,0.372,0.3446,0.0,0.0,0.0,0.0,0.0,0.0117,282,6,-0.1283,1,0,0,0,0,1,0,0,0,0,0,0,0,133.19,-14586.41,4.89
60b247bb-7d0f-4bbb-aede-d9b794806746,a04e0f9a-793e-42b0-90c4-d49b5480f8c1,retail,promo_event,2025-12-22T00:00:00,0,0.0,0.0,0.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,94,1.294503,1.294503,0.0106,0.774,5,1,17.54,1.0,0.010867,-10.2381,63.5173,230,1.0,1.0,0.0348,0.782,13,2,3.825,1.0,0.005935,-2.5844,100.7956,-0.0,1.0,0.0,1.0,-1.0,-0.0,0,0.0,1.0,1,0,4,0.0,0.0,0.0,19.9,0.0,0.0,0.0,0.0,19.9,112,2,3.825,1,0,0,0,0,0,1,0,0,0,0,0,0,-29.69,1254.88,43.14
813a448c-cb51-4830-bd51-3f35e1aa652a,f1b41751-c14a-4b8d-9e8e-2df46468c1b9,retail,promo_event,2026-01-19T00:00:00,0,0.0,0.0,0.0,1.0,1,1,5.94,1.0,0.0,0.0,0.0,65,0.947436,0.947436,0.0308,0.795,5,1,5.94,1.0,0.001015,0.0,46.9737,210,1.0,1.0,0.0524,0.8241,13,2,5.835,1.0,0.001075,-0.6234,88.6903,0.5,0.866025,0.0,1.0,0.0,-1.0,30,0.860214,0.509933,0,0,1,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,18.8,140,3,9.6933,1,0,0,0,0,0,1,0,0,0,0,0,0,-21.58,508.2,19.96
8d8be557-9400-4b2d-a03b-ae0becda387d,d4b2596d-e295-44e7-a20b-3e0eedf15b7c,retail,bulk_restock,2026-05-29T00:00:00,27,1.786617,1.786617,0.0,0.4808,1,1,-10.19,1.0,0.0,-33.0,26.1941,111,1.422587,1.422588,0.027,0.6361,4,1,-10.19,1.0,0.000625,-1.2759,80.0464,238,1.0,1.0,0.0294,0.7136,13,2,2.105,1.0,0.001383,-0.4483,115.5087,0.5,-0.866025,-0.433884,-0.900969,-1.0,-0.0,150,-0.893346,0.44937,0,0,2,0.0,0.576,0.1084,0.0,0.0,0.0,0.0,0.0,0.8634,270,6,2.58,1,0,0,0,0,1,0,0,0,0,0,0,0,246.5,-5187.41,2.76
b41a3075-3e59-4b8a-914a-98679f9ca878,06aee44e-7bce-44a3-917e-f4ba2fe92d97,retail,price_increase,2026-02-24T00:00:00,12,0.707215,0.707215,0.0,0.8421,1,0,0.0,1.0,0.0,-7.6,10.5121,58,0.867383,0.867383,0.0172,0.7868,4,0,0.0,1.0,0.000729,0.0,41.8323,184,1.0,1.0,0.0217,0.8097,12,2,-1.645,1.0,0.001737,0.0,82.0784,0.866025,0.5,0.781831,0.62349,-1.0,-0.0,60,0.877303,-0.479937,0,0,1,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1333,176,3,3.2667,1,0,0,1,0,0,0,0,0,0,0,0,0,-3.49,4144.83,-12.1
942455e5-24fc-4740-a2a0-05e8314121b3,7f08b190-4e8f-4408-aace-3e44b0966372,retail,promo_event,2026-08-06T00:00:00,28,1.827721,1.827721,0.0357,0.6,1,0,0.0,1.0,0.0,-38.5,27.0084,67,0.944587,0.944587,0.0149,0.7528,4,1,8.98,1.0,0.001666,-1.8621,52.3147,214,1.0,1.0,0.0467,0.74,13,2,3.45,1.0,0.002857,-2.3953,90.4718,-0.866025,-0.5,0.433884,-0.900969,0.0,1.0,90,0.034516,-0.999404,0,0,3,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,339,7,0.7543,1,0,0,0,0,0,1,0,0,0,0,0,0,-13.61,280.89,18.0
1fffcbb0-f634-4453-82d3-f2cae4295803,d4b2596d-e295-44e7-a20b-3e0eedf15b7c,retail,price_decrease,2026-07-16T00:00:00,4,0.130576,0.130575,0.0,0.9365,1,1,-6.87,1.0,0.0,0.0,3.4621,93,0.987614,0.987614,0.0645,0.6593,4,1,-6.87,1.0,0.00343,-8.2381,65.7607,261,1.0,1.0,0.0383,0.6965,12,2,-8.53,1.0,0.001671,0.0,111.7784,-0.5,-0.866025,0.433884,-0.900969,0.0,-1.0,120,-0.842101,-0.53932,0,0,3,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.53,318,7,1.23,1,0,0,0,1,0,0,0,0,0,0,0,0,-3.88,-122.01,9.81
0572e016-49ff-474d-9103-bc0d85149d8b,34765006-bbb1-4c8d-a908-9334756c3e44,retail,price_increase,2026-01-08T00:00:00,19,1.081284,1.081284,0.0,0.7324,2,0,0.0,1.0,0.0,-27.0,18.0594,79,0.999947,0.999947,0.0127,0.8049,5,0,0.0,1.0,0.005653,-1.4643,57.6421,227,1.0,1.0,0.0573,0.804,14,2,-2.495,1.0,0.004451,-0.8353,97.6609,0.5,0.866025,0.433884,-0.900969,1.0,0.0,30,0.860214,0.509933,0,0,1,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.095,129,2,-2.495,1,0,0,1,0,0,0,0,0,0,0,0,0,-3.28,3674.48,-14.34
ff8d2456-9186-4e0b-9960-bb5985ca5a5c,ed8b6cff-fbc0-49a4-babd-8bed54af5a58,retail,promo_event,2026-06-16T00:00:00,15,0.892762,0.892762,0.1333,0.7917,1,0,0.0,1.0,0.0,-10.2,13.0054,37,0.615493,0.615493,0.0811,0.8862,4,1,1.53,1.0,0.000943,0.0,27.7518,202,1.0,1.0,0.0693,0.7785,13,2,8.79,1.0,0.002963,-1.1136,67.1467,0.0,-1.0,0.781831,0.62349,0.0,-1.0,150,-0.893346,0.44937,0,0,2,0.0,0.0,0.0,27.4,0.0,0.0,0.0,0.0,27.4,288,6,8.45,1,0,0,0,0,0,1,0,0,0,0,0,0,-29.74,2111.0,28.13
13796b73-4955-469a-9214-1bc0faf30ce2,e9723b74-f499-44d3-8cb0-0dc467ad6cdb,retail,bulk_restock,2026-05-14T00:00:00,19,1.255722,1.255722,0.0526,0.6667,2,0,0.0,1.0,0.0,-19.5,18.2954,71,1.099047,1.099047,0.0282,0.7455,5,0,0.0,1.0,-0.000851,7.8889,56.6602,193,1.0,1.0,0.0466,0.7776,14,2,-8.69,1.0,0.000901,2.2674,87.6125,0.5,-0.866025,0.433884,-0.900969,1.0,0.0,150,-0.893346,0.44937,0,0,2,0.0,0.338,0.3377,0.0,0.0,0.0,0.0,0.0,0.0674,255,5,3.814,1,0,0,0,0,1,0,0,0,0,0,0,0,119.64,-14288.95,8.21
d787dcd1-0232-4455-bd51-5adeb4d29ea1,9090dc5d-4765-47ec-a40b-cfa025064f4c,retail,price_decrease,2026-07-14T00:00:00,35,1.647705,1.647705,0.0286,0.3636,1,1,-0.47,1.0,0.0,-38.2,31.4234,66,0.719098,0.719098,0.0303,0.7556,4,1,-0.47,1.0,0.001656,0.0,53.577,265,1.0,1.0,0.0453,0.7009,13,2,-6.71,1.0,0.002412,-0.9432,111.2621,-0.5,-0.866025,0.781831,0.62349,1.0,0.0,120,-0.842101,-0.53932,0,0,3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.4743,316,7,5.1743,1,0,0,0,1,0,0,0,0,0,0,0,0,-4.99,-550.75,9.61
ab86ee1c-3dd0-4ee8-bc54-5ae873bf3581,f840a5ab-aece-4cac-9fdb-ae8c6086d7a6,retail,promo_event,2026-08-16T00:00:00,1,0.02043,0.02043,0.0,0.9844,0,0,0.0,1.0,0.0,0.0,0.8631,93,1.308229,1.308229,0.0645,0.6643,4,0,0.0,1.0,0.003179,-9.2857,62.3828,211,1.0,1.0,0.0521,0.7353,12,2,-5.03,1.0,0.001555,0.0,93.7626,-0.866025,-0.5,-0.781831,0.62349,0.0,-1.0,90,0.034516,-0.999404,0,1,3,0.0,0.0,0.0,14.8,0.0,0.0,0.0,0.0,14.8,349,7,0.7029,1,0,0,0,0,0,1,0,0,0,0,0,0,-15.78,549.47,19.05
82fb5f1d-d85d-428e-a497-61f9d491a657,85cafa58-94ab-42cc-9dd8-9e8b0ba83d49,retail,promo_event,2025-12-08T00:00:00,0,0.0,0.0,0.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,112,1.217166,1.217166,0.0357,0.7098,5,1,-6.57,1.0,0.003531,-11.1905,74.0773,265,1.0,1.0,0.0528,0.7353,13,2,1.065,1.0,0.002209,-1.122,114.4308,-0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,1.0,1,0,4,0.0,0.0,0.0,26.2,0.0,0.0,0.0,0.0,26.2,98,2,1.065,1,0,0,0,0,0,1,0,0,0,0,0,0,-28.19,2696.95,45.77
fddaad38-b637-4a57-9299-9da38db0a902,8a6bf38f-ad25-4f9a-a3f3-5649e3314044,retail,supplier_change,2026-07-18T00:00:00,0,0.0,0.0,0.0,1.0,0,1,11.68,1.0,0.0,0.0,0.0,69,0.914103,0.914103,0.029,0.783,4,1,11.68,1.0,0.005234,-3.619,49.6978,211,1.0,1.0,0.019,0.7663,12,2,11.66,1.0,0.003208,0.0,88.6096,-0.5,-0.866025,-0.974928,-0.222521,0.0,-1.0,120,-0.842101,-0.53932,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,-7.7,320,7,1.8714,1,0,0,0,0,0,0,0,0,0,0,0,1,8.71,2740.91,-3.51
d342fb37-9cdd-434f-a429-ec4029d7255f,bb69edf4-685a-42a3-833f-6f6d75852e81,retail,price_increase,2026-02-21T00:00:00,21,0.903264,0.903264,0.0476,0.625,2,0,0.0,1.0,0.0,-27.0,19.6209,116,1.111861,1.111861,0.0259,0.5246,4,0,0.0,1.0,-0.000524,-6.7857,79.1966,319,1.0,1.0,0.0408,0.6866,14,2,13.06,1.0,0.001445,-1.6782,127.9228,0.866025,0.5,-0.974928,-0.222521,0.0,-1.0,60,0.877303,-0.479937,0,1,1,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.84,173,3,5.06,1,0,0,1,0,0,0,0,0,0,0,0,0,-2.96,512.06,-11.62
5a67ee3b-ac13-438f-8a1e-ab4a0dc42e40,d27bff6f-986c-44f0-87e4-a1d954caeeae,retail,price_decrease,2026-03-20T00:00:00,27,1.778182,1.778182,0.0,0.46,2,0,0.0,1.0,0.0,-28.3333,25.8263,47,0.687291,0.687291,0.0213,0.7991,5,1,-9.89,1.0,-0.003012,6.0,39.5976,209,1.0,1.0,0.0383,0.7581,14,2,3.01,1.0,0.002557,1.6322,81.2136,1.0,0.0,-0.433884,-0.900969,0.0,-1.0,90,0.034516,-0.999404,0,0,1,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.08,200,4,3.28,1,0,0,0,1,0,0,0,0,0,0,0,0,-2.59,-106.29,5.3
76d88bce-0554-4336-9e77-8f51f55ed5c7,d062f6be-8d9d-4e9f-9d38-3c10517b220e,retail,bulk_restock,2026-07-03T00:00:00,0,0.0,0.0,0.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,34,0.725847,0.725847,0.0882,0.8727,4,0,0.0,1.0,0.002357,-0.7143,23.2257,149,1.0,1.0,0.0604,0.8245,13,2,10.58,1.0,0.002825,0.0,52.5955,-0.5,-0.866025,-0.433884,-0.900969,0.0,1.0,120,-0.842101,-0.53932,0,0,3,0.0,0.942,0.837,0.0,0.0,0.0,0.0,0.0,1.5066,305,6,7.6117,1,0,0,0,0,1,0,0,0,0,0,0,0,357.91,-31906.05,6.42
6bca5463-b01e-447e-81fb-ff029cdd8c47,16f423a5-ed82-49f1-b08c-8979b76b15b8,retail,price_decrease,2026-06-27T00:00:00,41,2.046678,2.046678,0.0244,0.3387,1,0,0.0,1.0,0.0,-35.75,38.8523,71,0.796926,0.796926,0.0282,0.7042,4,1,14.83,1.0,0.001768,0.6552,58.2126,287,1.0,1.0,0.0523,0.6616,13,2,5.06,1.0,0.004287,-2.3068,117.0831,0.0,-1.0,-0.974928,-0.222521,-1.0,-0.0,150,-0.893346,0.44937,0,1,2,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.8083,299,6,7.1083,1,0,0,0,1,0,0,0,0,0,0,0,0,-7.95,-117.94,14.85
